"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"PSA"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"ACD ApKa"	"ACD BpKa"	"ACD LogP"	"ACD LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA Lipinski"	"HBD Lipinski"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL175247"	"ORLISTAT"	"ALLI|BEACITA|LIPSTATIN|ORLIPASTAT|ORLISTAT|RO 18-0647/002|Ro-18-0647-002|TETRAHYDROLIPSTATIN|XENICAL"	"Small molecule"	"4"	"495.75"	"63"	"243"	"6.88"	"81.7"	"5"	"1"	"1"	"23"	"N"	"0.09"	""	""	"7"	"7"	"0"	"MOL"	"0"	"35"	"6"	"1"	"1"	"495.3924"	"NEUTRAL"	"C29H53NO5"	"CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O"
"CHEMBL1201260"	"BETHANIDINE"	"BETANIDINE|Bethanidine"	"Small molecule"	"4"	"177.25"	"1"	"1"	"0.98"	"36.42"	"1"	"2"	"0"	"2"	"Y"	"0.52"	""	"12.81"	"1.73"	"-0.26"	"1"	"MOL"	"0"	"13"	"3"	"2"	"0"	"177.1266"	"BASE"	"C10H15N3"	"CN\C(=N/C)\NCc1ccccc1"
"CHEMBL151445"	"DROPROPIZINE"	"DROPROPIZINE|UCB 1967"	"Small molecule"	"3"	"236.32"	"7"	"14"	"0.16"	"46.94"	"4"	"2"	"0"	"4"	"N"	"0.78"	""	"7.02"	"-0.03"	"-0.13"	"1"	"MOL"	"0"	"17"	"4"	"2"	"0"	"236.1525"	"NEUTRAL"	"C13H20N2O2"	"OCC(O)CN1CCN(CC1)c2ccccc2"
"CHEMBL954"	"ENCLOMIPHENE"	"CISCLOMIPHENE|CLOMIFENE|ENCLOMIFENE|ENCLOMIPHENE|ISOMER B|Isomer B|Milophene|RMI 16,289|Serophene"	"Small molecule"	"4"	"405.97"	"149"	"799"	"6.56"	"12.47"	"2"	"0"	"1"	"9"	"N"	"0.37"	""	"9.6"	"5.85"	"3.7"	"3"	"MOL"	"0"	"29"	"2"	"0"	"1"	"405.1859"	"BASE"	"C26H28ClNO"	"CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3"
"CHEMBL3545378"	"MK-6592"	"MK-6592|VX-667"	"Small molecule"	"1"	"529.98"	"4"	"4"	"4.28"	"99.27"	"7"	"2"	"1"	"7"	"N"	"0.47"	"14"	"5.38"	"3.94"	"3.94"	"3"	"MOL"	"0"	"37"	"9"	"2"	"1"	"529.1805"	"NEUTRAL"	"C25H26ClF2N7O2"	"Cc1cc(Nc2cc(nc(O[C@H]3CCN(C3)C(=O)c4cc(Cl)ccc4F)n2)N5CC(F)(C5)C6CC6)n[nH]1"
"CHEMBL3786343"	"OLMUTINIB"	"BI 1482694|HM-61713|HM61713|OLMUTINIB"	"Small molecule"	"2"	"486.6"	"2"	"2"	"5.1"	"82.62"	"8"	"2"	"1"	"7"	"N"	"0.35"	"12.87"	"7.87"	"1.7"	"1.26"	"4"	"MOL"	"0"	"35"	"8"	"2"	"1"	"486.1838"	"NEUTRAL"	"C26H26N6O2S"	"CN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)c5sccc5n3)cc2"
"CHEMBL926"	"DOBUTAMINE"	"COMPOUND 81929|DOBUTAMINE|Dobutamine|Dobutrex"	"Small molecule"	"4"	"301.39"	"146"	"1200"	"2.96"	"72.72"	"4"	"4"	"0"	"7"	"N"	"0.59"	"9.65"	"10.37"	"2.53"	"-0.02"	"2"	"MOL"	"0"	"22"	"4"	"4"	"0"	"301.1678"	"BASE"	"C18H23NO3"	"CC(CCc1ccc(O)cc1)NCCc2ccc(O)c(O)c2"
"CHEMBL487"	"DROLOXIFENE"	"3-HYDROXYTAMOXIFEN|DROLOXIFENE|Droloxifene|E-Droloxifene|FK-435|K-21060E|K060|K060E"	"Small molecule"	"3"	"387.52"	"6"	"30"	"5.7"	"32.7"	"3"	"1"	"1"	"8"	"N"	"0.5"	"9.82"	"8.69"	"4.85"	"3.55"	"3"	"MOL"	"0"	"29"	"3"	"1"	"1"	"387.2198"	"BASE"	"C26H29NO2"	"CC\C(=C(\c1ccc(OCCN(C)C)cc1)/c2cccc(O)c2)\c3ccccc3"
"CHEMBL1771"	"CLOPIDOGREL"	"CLOPIDOGREL|Clopidogrel|GREPID|ISCOVER|PLAVIX"	"Small molecule"	"4"	"321.83"	"128"	"674"	"3.67"	"29.54"	"4"	"0"	"0"	"3"	"N"	"0.81"	""	"4.56"	"2.58"	"2.58"	"2"	"MOL"	"0"	"21"	"3"	"0"	"0"	"321.059"	"NEUTRAL"	"C16H16ClNO2S"	"COC(=O)[C@@H](N1CCc2sccc2C1)c3ccccc3Cl"
"CHEMBL3916717"	"SELONSERTIB"	"GS-4997|SELONSERTIB"	"Small molecule"	"2"	"445.5"	"1"	"2"	"4.68"	"90.52"	"7"	"1"	"0"	"6"	"N"	"0.47"	"11.21"	"5.46"	"3.16"	"3.16"	"4"	"MOL"	"0"	"33"	"8"	"1"	"0"	"445.2026"	"NEUTRAL"	"C24H24FN7O"	"CC(C)n1cnnc1c2cccc(NC(=O)c3cc(c(C)cc3F)n4cnc(c4)C5CC5)n2"
"CHEMBL3681419"	"BASMISANIL"	"BASMISANIL|RG1662"	"Small molecule"	"2"	"445.47"	"1"	"1"	"2.63"	"102.6"	"7"	"0"	"0"	"5"	"N"	"0.59"	""	"2.07"	"3.04"	"3.04"	"3"	"MOL"	"0"	"31"	"8"	"0"	"0"	"445.1108"	"NEUTRAL"	"C21H20FN3O5S"	"Cc1onc(c1COc2ccc(cn2)C(=O)N3CCS(=O)(=O)CC3)c4ccc(F)cc4"
"CHEMBL1069"	"VALSARTAN"	"CGP 48933|DIOVAN|Exforge|VALSARTAN"	"Small molecule"	"4"	"435.53"	"131"	"1090"	"4.16"	"112.07"	"5"	"2"	"0"	"10"	"N"	"0.49"	"3.56"	"0.6"	"4.02"	"-0.71"	"3"	"MOL"	"0"	"32"	"8"	"2"	"0"	"435.227"	"ACID"	"C24H29N5O3"	"CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O"
"CHEMBL239243"	"TAURINE"	"AMINOETHYLSULFONIC ACID|O-DUE|TAURINE"	"Small molecule"	"4"	"125.15"	"86"	"99"	"-1.17"	"80.39"	"3"	"2"	"0"	"2"	"N"	"0.46"	"0.49"	"9.06"	"-2.77"	"-5.28"	"0"	"MOL"	"0"	"7"	"4"	"3"	"0"	"125.0147"	"ZWITTERION"	"C2H7NO3S"	"NCCS(=O)(=O)O"
"CHEMBL2218892"	"EXAMETAZIME"	"DL HM-PAO|EXAMETAZIME|HEXAMETAZINE"	"Small molecule"	"3"	"272.39"	"1"	"2"	"1.67"	"89.24"	"6"	"4"	"0"	"8"	"N"	"0.31"	"11.81"	"7.6"	"1.58"	"0.88"	"0"	"MOL"	"0"	"19"	"6"	"4"	"0"	"272.2212"	"NEUTRAL"	"C13H28N4O2"	"CC(NCC(C)(C)CNC(C)\C(=N\O)\C)\C(=N\O)\C"
"CHEMBL48582"	"SAFINAMIDE MESYLATE"	"EMD 1195686|PNU-151774E|SAFINAMIDE|SAFINAMIDE MESYLATE|XADAGO"	"Small molecule"	"4"	"398.46"	"6"	"13"	"2.37"	"64.35"	"3"	"2"	"0"	"7"	"N"	"0.83"	""	"7.07"	"2.2"	"2.13"	"2"	"MOL"	"0"	"22"	"4"	"3"	"0"	"302.1431"	"NEUTRAL"	"C18H23FN2O5S"	"C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(=O)N.CS(=O)(=O)O"
"CHEMBL1615438"	"LEVOCABASTINE"	"LEVOCABASTINE|LIVOSTIN DIRECT|R-50547"	"Small molecule"	"4"	"420.53"	"4"	"38"	"4.89"	"64.33"	"3"	"1"	"0"	"4"	"N"	"0.76"	"3.57"	"9.38"	"4.05"	"1.55"	"2"	"MOL"	"0"	"31"	"4"	"1"	"0"	"420.2213"	"ZWITTERION"	"C26H29FN2O2"	"C[C@@H]1CN(CC[C@]1(C(=O)O)c2ccccc2)[C@@H]3CC[C@@](CC3)(C#N)c4ccc(F)cc4"
"CHEMBL1372"	"OXIGLUTATIONE"	"GLUTATHIONE DISULFIDE|OXIGLUTATIONE|Oxiglutatione"	"Small molecule"	"4"	"612.64"	"114"	"287"	"-3.88"	"317.64"	"12"	"10"	"3"	"21"	"N"	"0.04"	"1.91"	"9.59"	"-3.37"	"-8.38"	"0"	"MOL"	"0"	"40"	"18"	"12"	"3"	"612.152"	"ZWITTERION"	"C20H32N6O12S2"	"N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O"
"CHEMBL1149"	"LEVOCARNITINE"	"BICARNESINE|BIOCARN|CARNITOR|CARNITOR SF|Carnitine|LEVOCARNITINE|LEVOCARNITINE CHLORIDE|Vitamin Bt"	"Small molecule"	"4"	"161.2"	"121"	"328"	"-1.81"	"60.36"	"3"	"1"	"0"	"4"	"N"	"0.49"	"3.8"	""	"-4.73"	"-4.13"	"0"	"MOL"	"0"	"11"	"4"	"1"	"0"	"161.1052"	"ACID"	"C7H15NO3"	"C[N+](C)(C)C[C@H](O)CC(=O)[O-]"
"CHEMBL1079"	"TIZANIDINE"	"TIZANIDINE|Tizanidine|Zanaflex"	"Small molecule"	"4"	"253.72"	"29"	"127"	"1.72"	"62.2"	"6"	"2"	"0"	"1"	"N"	"0.81"	""	"7.48"	"2.38"	"2.04"	"2"	"MOL"	"0"	"16"	"5"	"2"	"0"	"253.0189"	"NEUTRAL"	"C9H8ClN5S"	"Clc1ccc2nsnc2c1NC3=NCCN3"
"CHEMBL3707331"	"ROLAPITANT"	"ROLAPITANT"	"Small molecule"	"4"	"500.48"	"1"	"1"	"5.73"	"50.36"	"3"	"2"	"2"	"5"	"N"	"0.52"	""	"8.85"	"4.56"	"3.83"	"2"	"MOL"	"0"	"35"	"4"	"2"	"2"	"500.1898"	"BASE"	"C25H26F6N2O2"	"C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)CN1)c3ccccc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F"
"CHEMBL598172"	"NELOTANSERIN"	"APD-125|APD125|NELOTANSERIN"	"Small molecule"	"2"	"437.24"	"8"	"18"	"4.78"	"68.18"	"4"	"2"	"0"	"4"	"N"	"0.62"	"12.29"	"0.61"	"2.98"	"2.98"	"3"	"MOL"	"0"	"27"	"6"	"2"	"0"	"436.0346"	"NEUTRAL"	"C18H15BrF2N4O2"	"COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1c3c(Br)cnn3C"
"CHEMBL225072"	"PEMETREXED"	"ALIMTA|LY-2315|LY-231514|PEMETREXED"	"Small molecule"	"4"	"427.42"	"100"	"397"	"0.67"	"191.26"	"6"	"6"	"1"	"9"	"N"	"0.29"	"3.58"	"4.54"	"1.25"	"-3.48"	"3"	"MOL"	"0"	"31"	"11"	"7"	"2"	"427.1492"	"ACID"	"C20H21N5O6"	"NC1=NC(=O)c2c(CCc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)c[nH]c2N1"
"CHEMBL1200861"	"TARTARIC ACID"	"E334|TARTARIC ACID"	"Small molecule"	"4"	"150.09"	"13"	"18"	"-2.12"	"115.06"	"4"	"4"	"0"	"3"	"N"	"0.37"	"3.07"	""	"-1.08"	"-5.83"	"0"	"MOL"	"0"	"10"	"6"	"4"	"0"	"150.0164"	"ACID"	"C4H6O6"	"O[C@@H]([C@H](O)C(=O)O)C(=O)O"
"CHEMBL1231124"	"AZD-1480"	"AZD-1480"	"Small molecule"	"2"	"348.77"	"312"	"371"	"3.01"	"104.3"	"7"	"3"	"0"	"5"	"N"	"0.65"	"13.73"	"4.37"	"0.94"	"0.94"	"3"	"MOL"	"0"	"24"	"8"	"3"	"0"	"348.1014"	"NEUTRAL"	"C14H14ClFN8"	"C[C@H](Nc1ncc(Cl)c(Nc2cc(C)n[nH]2)n1)c3ncc(F)cn3"
"CHEMBL1730601"	"GIMERACIL"	"GIMERACIL"	"Small molecule"	"3"	"145.55"	"4"	"7"	"1.15"	"53.35"	"3"	"2"	"0"	"0"	"Y"	"0.58"	"6.52"	"12.56"	"0.86"	"-2.56"	"1"	"MOL"	"0"	"9"	"3"	"2"	"0"	"144.9931"	"BASE"	"C5H4ClNO2"	"Oc1cc(O)c(Cl)cn1"
"CHEMBL1200618"	"FEXOFENADINE HYDROCHLORIDE"	"ALLEGRA|ALLEGRA ALLERGY|ALLEGRA HIVES|CHILDREN'S ALLEGRA ALLERGY|CHILDREN'S ALLEGRA HIVES|FEXOFENADINE HYDROCHLORIDE|FEXOFENADINE HYDROCHLORIDE ALLERGY|FEXOFENADINE HYDROCHLORIDE HIVES|MDL 16,455A|TELFAST 120|TELFAST 180|TELFAST 30"	"Small molecule"	"4"	"538.13"	"10"	"44"	"5.51"	"81"	"4"	"3"	"2"	"10"	"N"	"0.34"	"4.43"	"9.42"	"3.73"	"1.23"	"3"	"MOL"	"0"	"37"	"5"	"3"	"2"	"501.2879"	"ZWITTERION"	"C32H40ClNO4"	"Cl.CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4"
"CHEMBL2356023"	"DIHYDROTACHYSTEROL"	"A.T. 10|DICHYSTEROL|DIHYDRAL|DIHYDROTACHYSTEROL|DYGRATYL|Hytakerol|TACHYROL|VITAMIN D1"	"Small molecule"	"4"	"398.68"	"2"	"4"	"7.72"	"20.23"	"1"	"1"	"1"	"5"	"N"	"0.47"	""	""	"9.66"	"9.66"	"0"	"MOL"	"0"	"29"	"1"	"1"	"1"	"398.3549"	"NEUTRAL"	"C28H46O"	"CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(=C\C=C\3/C[C@@H](O)CC[C@@H]3C)\CCC[C@]12C"
"CHEMBL9"	"NORFLOXACIN"	"Baccidal|CHIBROXIN|MK-366|NORFLOXACIN|NOROXIN|Noroxin|Quinabic|UTINOR"	"Small molecule"	"4"	"319.34"	"301"	"3891"	"1.27"	"74.57"	"5"	"2"	"0"	"3"	"N"	"0.89"	"0.16"	"8.68"	"1.74"	"-0.66"	"2"	"MOL"	"0"	"23"	"6"	"2"	"0"	"319.1332"	"ZWITTERION"	"C16H18FN3O3"	"CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3"
"CHEMBL607400"	"BRIVARACETAM"	"BRIVARACETAM|BRIVIACT|UCB 34714"	"Small molecule"	"4"	"212.29"	"4"	"8"	"0.9"	"63.4"	"2"	"1"	"0"	"5"	"N"	"0.74"	""	""	"0.67"	"0.67"	"0"	"MOL"	"0"	"15"	"4"	"2"	"0"	"212.1525"	"NEUTRAL"	"C11H20N2O2"	"CCC[C@H]1CN([C@@H](CC)C(=O)N)C(=O)C1"
"CHEMBL1174"	"EPTIFIBATIDE"	"EPTIFIBATIDE|Eptifibatide|INTEGRILIN"	"Protein"	"4"	"831.98"	"6"	"34"	"-1.84"	"323.89"	"11"	"11"	"3"	"10"	"N"	"0.05"	"4.01"	"13.51"	"-1.89"	"-4.38"	"2"	"MOL"	"0"	"57"	"20"	"13"	"3"	"831.3156"	"ZWITTERION"	"C35H49N11O9S2"	"NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N"
"CHEMBL1096"	"AMLEXANOX"	"AA-673|AMLEXANOX|APHTHASOL|CHX 3673"	"Small molecule"	"4"	"298.3"	"28"	"62"	"2.75"	"106.42"	"5"	"2"	"0"	"2"	"N"	"0.7"	"3.95"	""	"3.55"	"0.66"	"3"	"MOL"	"0"	"22"	"6"	"3"	"0"	"298.0954"	"ACID"	"C16H14N2O4"	"CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(=O)O"
"CHEMBL839"	"CARTEOLOL"	"CARTEOLOL|Carteolol|Cartrol|Ocupress"	"Small molecule"	"4"	"292.38"	"26"	"66"	"1.7"	"70.59"	"4"	"3"	"0"	"5"	"N"	"0.77"	"13.84"	"9.52"	"1.34"	"-0.74"	"1"	"MOL"	"0"	"21"	"5"	"3"	"0"	"292.1787"	"BASE"	"C16H24N2O3"	"CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12"
"CHEMBL1410743"	"PARALDEHYDE"	"PARACETALDEHYDE|PARAL|PARALDEHYDE|Paraldehyde"	"Small molecule"	"4"	"132.16"	"6"	"16"	"1.09"	"27.69"	"3"	"0"	"0"	"0"	"Y"	"0.49"	""	""	"1.02"	"1.02"	"0"	"MOL"	"0"	"9"	"3"	"0"	"0"	"132.0786"	""	"C6H12O3"	"CC1OC(C)OC(C)O1"
"CHEMBL500"	"PINDOLOL"	"BETADREN|LB-46|PINDOLOL|PRINODOLOL|VISKEN"	"Small molecule"	"4"	"248.33"	"160"	"541"	"1.91"	"57.28"	"3"	"3"	"0"	"6"	"N"	"0.73"	"13.94"	"9.54"	"1.68"	"-0.5"	"2"	"MOL"	"0"	"18"	"4"	"3"	"0"	"248.1525"	"BASE"	"C14H20N2O2"	"CC(C)NCC(O)COc1cccc2[nH]ccc12"
"CHEMBL1200561"	"DOXAZOSIN MESYLATE"	"CARDOZIN XL|CARDURA|CARDURA XL|CASCOR|COLIXIL XL|DOXADURA|DOXAZOSIN MESILATE|DOXAZOSIN MESYLATE|DOXZOGEN XL|LARBEX XL|OXANDOSIN XL|RAPORSIN XL|SLOCINX XL|UK-33,274-27|UK-33274-27"	"Small molecule"	"4"	"547.59"	"41"	"110"	"1.72"	"112.27"	"9"	"1"	"0"	"4"	"N"	"0.63"	""	"6.52"	"2.85"	"2.79"	"3"	"MOL"	"0"	"33"	"10"	"2"	"0"	"451.1856"	"NEUTRAL"	"C24H29N5O8S"	"COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4.CS(=O)(=O)O"
"CHEMBL960"	"LEFLUNOMIDE"	"ARAVA|HWA-486|LEFLUNOMIDE|SU-101|SULOL"	"Small molecule"	"4"	"270.21"	"166"	"1095"	"3.25"	"55.13"	"3"	"1"	"0"	"2"	"N"	"0.91"	"11.45"	""	"2.29"	"2.29"	"2"	"MOL"	"0"	"19"	"4"	"1"	"0"	"270.0616"	"NEUTRAL"	"C12H9F3N2O2"	"Cc1oncc1C(=O)Nc2ccc(cc2)C(F)(F)F"
"CHEMBL1254771"	"SAFOTIBANT"	"FOV2304|LF22-0542|Safotibant"	"Small molecule"	"2"	"502.64"	"8"	"23"	"1.96"	"100.54"	"7"	"1"	"1"	"11"	"N"	"0.47"	""	"9.92"	"1.56"	"-0.32"	"2"	"MOL"	"0"	"35"	"9"	"1"	"1"	"502.225"	"BASE"	"C25H34N4O5S"	"COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(cc2)C3=NCCN3"
"CHEMBL1525826"	"SULFALENE"	"KELFIZINA|KELFIZINE W|LONGUM|SULFALENE|SULFAMETHOPYRAZINE|SULFAMETOPYRAZINE"	"Small molecule"	"4"	"280.31"	"13"	"23"	"0.87"	"107.2"	"6"	"2"	"0"	"4"	"N"	"0.8"	"6.61"	"1.46"	"0.88"	"-0.35"	"2"	"MOL"	"0"	"19"	"7"	"3"	"0"	"280.063"	"NEUTRAL"	"C11H12N4O3S"	"COc1nccnc1NS(=O)(=O)c2ccc(N)cc2"
"CHEMBL1436"	"CEFUROXIME"	"640/359|CEFUROXIME|Cefuroxime|Cefuroximine|Kefurox|Zinacef"	"Small molecule"	"4"	"424.39"	"128"	"1376"	"-0.54"	"173.76"	"9"	"3"	"0"	"7"	"N"	"0.3"	"2.59"	""	"0.26"	"-3.48"	"1"	"MOL"	"0"	"29"	"12"	"4"	"1"	"424.0689"	"ACID"	"C16H16N4O8S"	"CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)\c3occc3"
"CHEMBL508583"	"TRODUSQUEMINE"	"MSI-1436|TRODUSQUEMINE|Trodusquemine"	"Small molecule"	"1"	"685.07"	"5"	"7"	"5.53"	"145.94"	"8"	"6"	"3"	"20"	"N"	"0.07"	"-3.49"	"10.58"	"6.84"	"1.56"	"0"	"MOL"	"0"	"47"	"9"	"7"	"3"	"684.5223"	"ZWITTERION"	"C37H72N4O5S"	"CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCNCCCN)OS(=O)(=O)O"
"CHEMBL1297"	"FENOPROFEN"	"53858|FENOPROFEN|Fenoprofen|Nalfon|PROGESIC"	"Small molecule"	"4"	"242.27"	"126"	"665"	"3.67"	"46.53"	"2"	"1"	"0"	"4"	"N"	"0.89"	"4.2"	""	"3.72"	"0.63"	"2"	"MOL"	"0"	"18"	"3"	"1"	"0"	"242.0943"	"ACID"	"C15H14O3"	"CC(C(=O)O)c1cccc(Oc2ccccc2)c1"
"CHEMBL46917"	"CARBARIL"	"CARBARIL|CARBARYL|CARYLDERM|CLINICIDE|Carbaril|DERBAC|DERBAC-C|ENT-23969|SULEO-C"	"Small molecule"	"4"	"201.22"	"45"	"120"	"2.56"	"38.33"	"2"	"1"	"0"	"1"	"Y"	"0.77"	"12.02"	""	"2.34"	"2.34"	"2"	"MOL"	"0"	"15"	"3"	"1"	"0"	"201.079"	"NEUTRAL"	"C12H11NO2"	"CNC(=O)Oc1cccc2ccccc12"
"CHEMBL21536"	"XANOMELINE"	"XANOMELINE"	"Small molecule"	"1"	"281.43"	"17"	"143"	"3.22"	"38.25"	"5"	"0"	"0"	"7"	"N"	"0.72"	""	"7.34"	"4.01"	"3.73"	"1"	"MOL"	"0"	"19"	"4"	"0"	"0"	"281.1562"	"NEUTRAL"	"C14H23N3OS"	"CCCCCCOc1nsnc1C2=CCCN(C)C2"
"CHEMBL241694"	"ETHISTERONE"	"ANHYDROHYDROXYPROGESTERONE|ETHISTERONE|ORA-LUTIN|PRANONE|PREGNENINOLONE|SYNGESTROTABS|TROSINONE"	"Small molecule"	"3"	"312.45"	"120"	"516"	"3.88"	"37.3"	"2"	"1"	"0"	"0"	"N"	"0.69"	"13.1"	""	"3.14"	"3.14"	"0"	"MOL"	"0"	"23"	"2"	"1"	"0"	"312.2089"	"NEUTRAL"	"C21H28O2"	"C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]4(O)C#C"
"CHEMBL3545307"	"MERESTINIB"	"LY-2801653|LY2801653|MERESTINIB"	"Small molecule"	"2"	"552.54"	"300"	"305"	"5.75"	"106.83"	"7"	"2"	"2"	"6"	"N"	"0.27"	"10.83"	"1.4"	"3.37"	"3.37"	"6"	"MOL"	"0"	"41"	"9"	"2"	"2"	"552.1721"	"NEUTRAL"	"C30H22F2N6O3"	"CC1=CC=C(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3c5cn[nH]c5)c(F)c2)C(=O)N1c6ccc(F)cc6"
"CHEMBL3039531"	"DANIRIXIN"	"DANIRIXIN|GSK1325756|GSK1325756B"	"Small molecule"	"2"	"441.91"	"3"	"4"	"3.66"	"107.53"	"5"	"4"	"0"	"4"	"N"	"0.54"	"4.95"	"8.08"	"4.44"	"2.01"	"2"	"MOL"	"0"	"29"	"7"	"4"	"0"	"441.0925"	"ACID"	"C19H21ClFN3O4S"	"Cc1c(F)cccc1NC(=O)Nc2ccc(Cl)c(c2O)S(=O)(=O)[C@H]3CCCNC3"
"CHEMBL802"	"MINOXIDIL"	"LONITEN|LONOLOX|MEN'S ROGAINE|MINODYL|MINOXIDIL|MINOXIDIL (FOR MEN)|MINOXIDIL EXTRA STRENGTH (FOR MEN)|REGAINE FOR MEN|REGAINE FOR WOMEN|ROGAINE (FOR MEN)|ROGAINE EXTRA STRENGTH (FOR MEN)|THEROXIDIL|U-10,858|WOMEN'S ROGAINE"	"Small molecule"	"4"	"209.25"	"157"	"761"	"-0.13"	"95.11"	"5"	"2"	"0"	"1"	"N"	"0.5"	""	"5.54"	"1.62"	"1.61"	"1"	"MOL"	"0"	"15"	"6"	"4"	"0"	"209.1277"	"NEUTRAL"	"C9H15N5O"	"Nc1cc(nc(N)[n+]1[O-])N2CCCCC2"
"CHEMBL206834"	"BAFETINIB"	"BAFETINIB|CNS-9|INNO-406|NS-187"	"Small molecule"	"2"	"576.63"	"300"	"306"	"5.39"	"99.17"	"8"	"2"	"2"	"8"	"N"	"0.29"	"12.72"	"8.55"	"3.92"	"2.46"	"4"	"MOL"	"0"	"42"	"9"	"2"	"2"	"576.2573"	"BASE"	"C30H31F3N8O"	"CN(C)[C@H]1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cncnc5)c3)C1"
"CHEMBL1090488"	"PF-00446687"	"PF-00446687"	"Small molecule"	"2"	"470.6"	"1"	"4"	"4.78"	"43.78"	"3"	"1"	"0"	"3"	"N"	"0.7"	"13.86"	"9.08"	"4.56"	"3.16"	"2"	"MOL"	"0"	"34"	"4"	"1"	"0"	"470.2745"	"BASE"	"C28H36F2N2O2"	"C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2ccccc2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(F)cc4F)C(C)(C)C"
"CHEMBL3621988"	"TUCIDINOSTAT"	"Epidaza in China|HBI-8000|TUCIDINOSTAT"	"Small molecule"	"3"	"390.42"	"7"	"37"	"3.38"	"97.11"	"4"	"3"	"0"	"6"	"N"	"0.44"	"12.05"	"4.19"	"3.78"	"3.78"	"3"	"MOL"	"0"	"29"	"6"	"4"	"0"	"390.1492"	"NEUTRAL"	"C22H19FN4O2"	"Nc1cc(F)ccc1NC(=O)c2ccc(CNC(=O)\C=C\c3cccnc3)cc2"
"CHEMBL1200379"	"APRACLONIDINE HYDROCHLORIDE"	"AL02145|APLONIDINE HYDROCHLORIDE|APRACLONIDINE HYDROCHLORIDE|IOPIDINE"	"Small molecule"	"4"	"281.57"	"9"	"12"	"1.76"	"62.44"	"2"	"3"	"0"	"1"	"N"	"0.66"	""	"8.41"	"0.87"	"-0.76"	"1"	"MOL"	"0"	"15"	"4"	"4"	"0"	"244.0283"	"NEUTRAL"	"C9H11Cl3N4"	"Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1"
"CHEMBL382300"	"ORTATAXEL"	"ORTATAXEL|Ortataxel"	"Small molecule"	"2"	"871.93"	"13"	"25"	"3.66"	"245.82"	"17"	"3"	"2"	"10"	"N"	"0.17"	"11.75"	""	"2.92"	"2.92"	"1"	"MOL"	"0"	"62"	"18"	"3"	"2"	"871.3626"	"NEUTRAL"	"C44H57NO17"	"CC(C)C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1[C@@H]2OC(=O)O[C@@]23[C@@H](OC(=O)c4ccccc4)[C@@H]5[C@@]6(CO[C@@H]6C[C@H](O)[C@@]5(C)C(=O)[C@H](OC(=O)C)C(=C1C)C3(C)C)OC(=O)C"
